cid,iupac_name
718,"[2,3,4-trihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]methyl dihydrogen phosphate"
719,"[3,4,5-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methyl dihydrogen phosphate"
720,"2-amino-6-[[4,5-dihydroxy-6-(hydroxymethyl)-3-oxooxan-2-yl]amino]hexanoic acid"
721,"2-amino-6-[[4,5-dihydroxy-3-oxo-6-(phosphonooxymethyl)oxan-2-yl]amino]hexanoic acid"
722,"2,3,4-trihydroxy-5-(hydroxymethyl)oxolane-2-carboxylic acid"
723,but-2-enedioic acid
724,2-hydroxy-3-phosphonooxypropanoic acid
725,4-(trimethylazaniumyl)butanoate
726,"[4-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4-oxobutyl]-trimethylazanium"
727,"1,2,3,4,5,6-hexachlorocyclohexane"
728,"1,3,4,5,6-pentachlorocyclohexene"
729,(2-hydroxy-3-oxopropyl) dihydrogen phosphate
730,"[5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate"
731,"[[5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (3,4-dihydroxy-6-methyl-5-oxooxan-2-yl) hydrogen phosphate"
732,"[[5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate"
733,[5-(2-amino-6-oxo-3H-purin-9-yl)-4-hydroxy-2-[[hydroxy-[hydroxy(phosphonooxy)phosphoryl]oxyphosphoryl]oxymethyl]oxolan-3-yl] phosphono hydrogen phosphate
734,"3,7-dimethylocta-2,6-dienyl phosphono hydrogen phosphate"
735,"phosphono 3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraenyl hydrogen phosphate"
736,"3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-one"
737,"[3,4,5-trihydroxy-6-(phosphonooxymethyl)oxan-2-yl] dihydrogen phosphate"
738,"2,5-diamino-5-oxopentanoic acid"
739,"3-amino-6-(hydroxymethyl)oxane-2,4,5-triol"
740,"[3-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] dihydrogen phosphate"
741,"5-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-5-oxopent-3-enoic acid"
742,4-amino-5-oxopentanoic acid
743,pentanedioic acid
744,"5-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-5-oxopentanoic acid"
745,2-amino-5-[[1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid
746,2-amino-5-[[1-(carboxymethylamino)-3-(disulfanyl)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid
747,"2-amino-5-[[1-(carboxymethylamino)-1-oxo-3-sulfonatosulfanylpropan-2-yl]amino]-1-hydroxy-1,5-dioxopentane"
748,2-amino-5-[[1-(carboxymethylamino)-1-oxo-3-sulfosulfanylpropan-2-yl]amino]-5-oxopentanoic acid
749,2-amino-5-[[1-[[2-[3-(4-aminobutylamino)propylamino]-2-oxoethyl]amino]-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid
750,2-aminoacetic acid
751,"2,3-dihydroxypropanal"
752,"2,3-dihydroxypropanoic acid"
753,"propane-1,2,3-triol"
754,"2,3-dihydroxypropyl dihydrogen phosphate"
755,"2-[4-(3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoylamino]acetic acid"
756,2-hydroxyacetaldehyde
757,2-hydroxyacetic acid
758,"[6-[6-[5-acetamido-6-[5-acetamido-6-[(3-acetamido-4-amino-4-oxobutanoyl)amino]-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl [3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate"
759,"[6-[6-[5-acetamido-6-[5-acetamido-6-[(3-acetamido-4-amino-4-oxobutanoyl)amino]-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl dihydrogen phosphate"
760,oxaldehydic acid
761,"[5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
762,"[[5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate"
763,2-(diaminomethylideneamino)acetic acid
764,"2-amino-3,7-dihydropurin-6-one"
765,"2-amino-9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one"
766,[5-(2-amino-6-oxo-3H-purin-9-yl)-4-hydroxy-2-[[hydroxy(phosphonooxy)phosphoryl]oxymethyl]oxolan-3-yl] phosphono hydrogen phosphate
767,carbonic acid
768,formonitrile
769,hydrogen carbonate
770,"3-[18-(2-carboxyethyl)-13-ethenyl-8-(1-hydroxy-5,9,13-trimethyltetradeca-4,8,12-trienyl)-3,7,12,17-tetramethyl-1,2,3,6,7,8,9,12,17,18-decahydroporphyrin-21,22,23,24-tetraid-2-yl]propanoic acid;iron"
771,"3-[18-(2-carboxyethyl)-13-ethenyl-8-(1-hydroxy-5,9,13-trimethyltetradeca-4,8,12-trienyl)-3,7,12,17-tetramethyl-1,2,3,6,7,8,9,12,17,18,21,22,23,24-tetradecahydroporphyrin-2-yl]propanoic acid"
772,"6-[6-[6-[5-acetamido-4,6-dihydroxy-2-(sulfooxymethyl)oxan-3-yl]oxy-2-carboxy-4-hydroxy-5-sulfooxyoxan-3-yl]oxy-2-(hydroxymethyl)-5-(sulfoamino)-4-sulfooxyoxan-3-yl]oxy-3,4-dihydroxy-5-sulfooxyoxane-2-carboxylic acid"
773,2-amino-3-(1H-imidazol-5-yl)propanoic acid
774,2-(1H-imidazol-5-yl)ethanamine
775,2-amino-3-(1H-imidazol-5-yl)propanal
776,2-amino-3-(1H-imidazol-5-yl)propan-1-ol
777,(4-amino-2-methylpyrimidin-5-yl)methanol
778,2-amino-4-sulfanylbutanoic acid
779,2-amino-4-hydroxybutanoic acid
780,"2-(2,5-dihydroxyphenyl)acetic acid"
781,thiocyanic acid
782,"3-(2,5-dioxoimidazolidin-4-yl)propanoic acid"
783,molecular hydrogen
784,hydrogen peroxide
785,"benzene-1,4-diol"
786,(4-hydroxy-3-methylbut-2-enyl) phosphono hydrogen phosphate
787,hydroxylamine
788,3-[5-[[3-(2-carboxyethyl)-5-[[3-(2-carboxyethyl)-5-[[3-(2-carboxyethyl)-4-(carboxymethyl)-5-(hydroxymethyl)-1H-pyrrol-2-yl]methyl]-4-(carboxymethyl)-1H-pyrrol-2-yl]methyl]-4-(carboxymethyl)-1H-pyrrol-2-yl]methyl]-4-(carboxymethyl)-1H-pyrrol-3-yl]propanoic acid
789,2-hydrosulfonylethanamine
790,"3,7-dihydropurin-6-one"
791,2-amino-3-methylpentanoic acid
792,[3-(1H-imidazol-5-yl)-2-oxopropyl] dihydrogen phosphate
793,2-hydroxy-3-(1H-imidazol-5-yl)propanoic acid
794,3-(1H-imidazol-5-yl)-2-oxopropanoic acid
795,1H-imidazole
796,2-iminobutanedioic acid
797,"[3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]methyl dihydrogen phosphate"
798,1H-indole
799,"[2,3-dihydroxy-3-(1H-indol-3-yl)propyl] dihydrogen phosphate"
800,2-(1H-indol-3-yl)acetaldehyde
801,2-(1H-indol-3-yl)acetate
802,2-(1H-indol-3-yl)acetic acid
803,3-(1H-indol-3-yl)-2-oxopropanoic acid
804,"9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one"
805,"(2,3,5,6-tetrahydroxy-4-phosphonooxycyclohexyl) dihydrogen phosphate"
806,"(2,3,5-trihydroxy-4,6-diphosphonooxycyclohexyl) dihydrogen phosphate"
807,molecular iodine
808,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-methylpropanethioate"
809,"5-(1-carboxyethenoxy)-6-hydroxycyclohexa-1,3-diene-1-carboxylic acid"
810,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-methylbutanethioate"
811,2-methylidenebutanedioic acid
812,"[[3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate"
813,potassium(1+)
814,potassium hydride
815,"2-(aminomethyl)-6-[4,6-diamino-3-[4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol"
816,"5-amino-2-(aminomethyl)-6-[4,6-diamino-3-[4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4-diol"
817,"4,5,6,7,8-pentahydroxy-2-oxooctanoic acid"
818,"4,5,6,7-tetrahydroxy-2-oxo-8-phosphonooxyoctanoic acid"
819,"6-(1,2-dihydroxyethyl)-4,5-dihydroxy-2-[[6-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-3-phosphonooxyoxan-2-yl]methoxy]oxane-2-carboxylic acid"
820,"2-[2-carboxy-6-(1,2-dihydroxyethyl)-2-[[5-(3-dodecanoyloxytetradecanoylamino)-6-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-4-(3-hydroxytetradecanoyloxy)-3-phosphonooxyoxan-2-yl]methoxy]-5-hydroxyoxan-4-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylic acid"
821,"2-[2-carboxy-6-(1,2-dihydroxyethyl)-2-[[5-(3-dodecanoyloxytetradecanoylamino)-6-[[3-hydroxy-6-[hydroxy(phosphonooxy)phosphoryl]oxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)oxan-2-yl]methoxy]-3-phosphonooxy-4-(3-tetradecanoyloxytetradecanoyloxy)oxan-2-yl]methoxy]-5-hydroxyoxan-4-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylic acid"
822,"2-[6-carboxy-2-(1,2-dihydroxyethyl)-4-hydroxy-6-[[6-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-3-phosphonooxyoxan-2-yl]methoxy]oxan-3-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylic acid"
823,"2-[2,3-dihydroxypropoxy(hydroxy)phosphoryl]oxyethyl-trimethylazanium"
824,2-aminopentanoic acid
825,4-hydroxypyrrolidine-2-carboxylic acid
826,2-amino-6-[[4-(2-aminopropanoylamino)-4-carboxybutanoyl]amino]heptanedioic acid
827,"pentane-1,2,3,4,5-pentol"
828,2-[[N'-(4-amino-4-carboxybutyl)carbamimidoyl]amino]butanedioic acid
829,2-amino-4-oxobutanoic acid
830,2-amino-3-(2-diazoacetyl)oxypropanoic acid
831,2-(2-amino-2-carboxyethoxy)-2-hydroxyethenediazonium
832,2-amino-4-oxo-4-phosphonooxybutanoic acid
833,2-amino-5-(carbamoylamino)pentanoic acid
834,2-amino-4-(2-amino-2-carboxyethyl)sulfanylbutanoic acid
835,"5-(1,2-dihydroxyethyl)oxolane-2,3,4-trione"
836,"2-amino-3-(3,4-dihydroxyphenyl)propanoic acid"
837,"5,6-dioxo-2,4-dihydro-1H-indole-2-carboxylic acid"
838,"4-[1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol"
839,2-amino-4-hydroxypentanedioic acid
840,"6-methyloxane-2,3,4,5-tetrol"
841,"1,3,4,5-tetrahydroxyhexan-2-one"
842,2-amino-5-[(1-carboxy-2-sulfanylethyl)amino]-5-oxopentanoic acid
843,2-amino-5-oxo-5-phosphonooxypentanoic acid
844,2-amino-5-oxopentanoic acid
845,[2-amino-3-(1H-imidazol-5-yl)propyl] dihydrogen phosphate
846,2-amino-4-(2-aminophenyl)-4-oxobutanoic acid
847,2-amino-4-methylsulfinylbutanoic acid
848,"2,4-dihydroxy-3,3-dimethylbutanoic acid"
849,piperidine-2-carboxylic acid
850,"(2,3,5-trihydroxy-4-oxopentyl) dihydrogen phosphate"
851,2-amino-3-selanylpropanoic acid
852,2-amino-3-methylbutanedioic acid
853,"2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid"
854,"2,3,4,5-tetrahydroxypentanal"
855,2-hydroxypropanal
856,"4,4,10,13,14-pentamethyl-17-(6-methylhept-5-en-2-yl)-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol"
857,2-amino-4-methylpentanoic acid
858,"4-[3-(3-cyclohepta-2,5-dien-1-ylideneprop-1-enyl)oxiran-2-yl]butanal"
859,"6-[2-[(4-amino-4-carboxybutanoyl)amino]-3-oxo-3-(2-oxopropylamino)propyl]sulfanyl-5-hydroxyicosa-7,9,11,14-tetraenoic acid"
860,"octadeca-9,12,15-trienoic acid"
861,"2-amino-3-[4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]propanoic acid"
862,[3-hydroxy-2-[[6-(hydroxymethyl)-3-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-5-phosphonooxyoxan-2-yl]oxymethyl]-5-(3-hydroxytetradecanoylamino)-6-phosphonooxyoxan-4-yl] 3-hydroxytetradecanoate
863,5-(dithiolan-3-yl)pentanamide
864,5-(dithiolan-3-yl)pentanoic acid
865,"2,6-diaminoheptanedioic acid"
866,"2,6-diaminohexanoic acid"
867,propanedioic acid
868,3-oxopropanoic acid
869,"3-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-3-oxopropanoic acid"
870,"2-[6-[4,5-dihydroxy-2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol"
871,"2-[4,5-dihydroxy-2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol"
872,"6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol"
873,3-(2-hydroxyphenyl)propanoic acid
874,2-methylbut-2-enedioic acid
875,"2,3-dihydroxybutanedioic acid"
876,2-amino-4-methylsulfanylbutanoic acid
877,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-methylprop-2-enethioate"
878,methanethiol
879,"7-[[4-[[4-[2-[4-[[5-(aminomethyl)furan-3-yl]methoxy]phenyl]ethylamino]-1-carboxy-4-oxobutyl]amino]-1-carboxy-4-oxobutyl]amino]-7-oxoheptane-1,3,4-tricarboxylic acid"
880,2-oxopropanal
881,carbanide
882,"[5-[5-[4-[1-(2-amino-5,7-dimethyl-4-oxo-1,6,7,8-tetrahydropteridin-6-yl)ethylamino]phenyl]-2,3,4-trihydroxypentoxy]-3,4-dihydroxyoxolan-2-yl]methyl 1,3-dicarboxypropyl phosphate"
883,"2-[[5-[5-[4-[1-(2-amino-5,7-dimethyl-4-oxo-1,6,7,8-tetrahydropteridin-6-yl)ethylamino]phenyl]-2,3,4-trihydroxypentoxy]-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxypentanedioic acid"
884,"2-[[4-(3-amino-1-oxo-4,5,6,6a,7,9-hexahydroimidazo[1,5-f]pteridin-8-yl)benzoyl]amino]pentanedioic acid"
885,"[5-[5-[4-(3-amino-6,7-dimethyl-1-oxo-4,5,6,6a,7,9-hexahydroimidazo[1,5-f]pteridin-8-yl)phenyl]-2,3,4-trihydroxypentoxy]-3,4-dihydroxyoxolan-2-yl]methyl 1,3-dicarboxypropyl phosphate"
886,"2-[[5-[5-[4-(3-amino-6,7-dimethyl-1-oxo-4,5,6,6a,7,9-hexahydroimidazo[1,5-f]pteridin-8-yl)phenyl]-2,3,4-trihydroxypentoxy]-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxypentanedioic acid"
887,methanol
888,magnesium(2+)
889,magnesium dihydride
890,"(2,3,4,5,6-pentaphosphonooxycyclohexyl) dihydrogen phosphate"
891,3-methoxycarbonylpent-2-enedioic acid
892,"cyclohexane-1,2,3,4,5,6-hexol"
893,2-methylsulfanylethanesulfonic acid
894,"2-[[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]amino]benzoic acid"
895,6-(6-aminohexanoylamino)hexanoic acid
896,N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide
897,"N-[2-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide"
898,"(5-acetamido-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate"
899,"N-[2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide"
900,"[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] dihydrogen phosphate"
901,2-acetamido-5-oxo-5-phosphonooxypentanoic acid
902,4-acetamido-2-aminobutanoic acid
903,N-[2-(5-hydroxy-1H-indol-3-yl)ethyl]acetamide
904,N-phenylacetamide
905,2-acetamido-5-oxopentanoic acid
906,"5-acetamido-2,4-dihydroxy-6-(1,2,3-trihydroxypropyl)oxane-2-carboxylic acid"
907,2-acetamido-5-aminopentanoic acid
908,2-(aminomethylideneamino)acetic acid
909,2-(aminomethylideneamino)pentanedioic acid
910,2-amino-4-(2-formamidophenyl)-4-oxobutanoic acid
911,2-formamido-4-methylsulfanylbutanoic acid
912,2-(1H-imidazol-5-yl)-N-methylethanamine
913,2-(methylamino)-1-phenylethanol
914,3-(1H-indol-3-yl)-2-(methylamino)propanoic acid
915,2-(3-carboxypropanoylamino)-6-oxoheptanedioic acid
916,N-[3-[4-(3-aminopropylamino)butylamino]propyl]acetamide
917,"1-methyl-2,3,6,7-tetrahydropurin-6-amine"
918,2-(3-carboxypropanoylamino)pentanedioic acid
919,2-(3-carboxypropanoylamino)-5-hydroxypentanoic acid
920,5-amino-2-(3-carboxypropanoylamino)pentanoic acid
921,"6-amino-1-methyl-1,3-diazinan-2-one"
922,2-amino-5-(methylamino)-5-oxopentanoic acid
923,sodium(1+)
924,sodium hydride
925,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate"
926,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate"
927,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (3,4-dihydroxyoxolan-2-yl)methyl hydrogen phosphate"
928,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate"
929,"[[5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate"
930,"[[5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate"
931,naphthalene
932,"5,7-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one"
933,hydroxyazanium
934,nickel(2+)
935,nickel
936,pyridine-3-carboxamide
937,pyridine-3-carboxylate
938,pyridine-3-carboxylic acid
939,"[5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
940,"1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyridin-1-ium-3-carboxamide"
941,"1-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]pyridin-1-ium-3-carboxylic acid"
942,3-(1-methylpyrrolidin-2-yl)pyridine
943,nitrate
944,nitric acid
945,nitroxyl
946,nitrite
947,molecular nitrogen
948,nitrous oxide
949,"N,N-dimethylaniline"
950,"N,N-dimethylbenzeneamine oxide"
951,"4-(2-amino-1-hydroxyethyl)benzene-1,2-diol"
952,"2-(hydroxymethyl)oxolane-3,4-diol"
953,2-amino-4-phosphonooxybutanoic acid
954,2-amino-4-(3-carboxypropanoyloxy)butanoic acid
955,2-(3-carboxypropanoyl)benzoic acid
956,"4-[2-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanylcarbonyl]phenyl]-4-oxobutanoic acid"
957,octan-1-ol
958,"2-methoxy-6-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)cyclohexa-2,5-diene-1,4-dione"
959,"5-methoxy-2-methyl-3-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)cyclohexa-2,5-diene-1,4-dione"
960,"4-hydroxy-3-methoxy-6-methyl-5-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)cyclohexa-3,5-diene-1,2-dione"
961,hydroxide
962,oxidane
963,"[2-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-5-hydroxy-6-(hydroxymethyl)-3-(3-hydroxytetradecanoylamino)oxan-4-yl] 3-hydroxytetradecanoate"
964,3-hydroxy-2-oxopropanoic acid
965,octadec-9-enoic acid
966,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] octadec-9-enethioate"
967,"2,4-dioxo-1H-pyrimidine-6-carboxylic acid"
968,"3-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]-2,6-dioxopyrimidine-4-carboxylic acid"
969,"2-[[4-carboxy-4-[2-[hydroxy-[2,3,4-trihydroxy-5-(2,4,8-trioxo-1H-pyrimido[4,5-b]quinolin-10-yl)pentoxy]phosphoryl]oxypropanoylamino]butanoyl]amino]pentanedioic acid"
970,2-oxobutanedioic acid
971,oxalic acid
972,"1-oxopropane-1,2,3-tricarboxylic acid"
973,"2-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-oxoacetic acid"
974,oxamic acid
975,2-amino-5-[[3-[[2-[(4-amino-4-carboxybutanoyl)amino]-3-(carboxymethylamino)-3-oxopropyl]disulfanyl]-1-(carboxymethylamino)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid
976,2-oxopent-4-enoic acid
977,molecular oxygen
978,4-aminobenzoic acid
979,3-(4-hydroxyphenyl)-2-oxopropanoic acid
980,4-nitrophenol
981,"2-[[5-amino-1-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]imidazole-4-carbonyl]amino]butanedioic acid"
982,"bis[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] hydrogen phosphate"
983,diphosphono hydrogen phosphate
984,hexadecanal
985,hexadecanoic acid
986,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] hexadecanethioate"
987,"[3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-sulfanylethylamino)propyl]amino]butyl] dihydrogen phosphate"
988,"3-[(2,4-dihydroxy-3,3-dimethylbutanoyl)amino]propanoic acid"
989,"3-hydroxy-4,4-dimethyloxolan-2-one"
990,[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methyl sulfo hydrogen phosphate
991,diethoxy-(4-nitrophenoxy)-sulfanylidene-lambda5-phosphane
992,"2,3,4,5,6-pentachlorophenol"
993,"5-(hydroxymethyl)oxolane-2,3,4-triol"
994,2-amino-3-phenylpropanoic acid
995,phenanthrene
996,phenol
997,2-oxo-3-phenylpropanoic acid
998,2-phenylacetaldehyde
999,2-phenylacetic acid
1000,2-amino-1-phenylethanol
1001,2-phenylethanamine
1002,"5-phenylimidazolidine-2,4-dione"
1003,dihydrogen phosphate
1004,phosphoric acid
